customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
WG91434,Oregon,M,High School or Below,572027.54,35230.0,61.0,0.0,Personal Auto,Four-Door Car,16.214764
WR43077,California,M,High School or Below,572027.54,0.0,91.0,0.0,Corporate Auto,Four-Door Car,436.8
LR10110,Washington,F,Bachelor,572027.54,0.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
XZ58588,Arizona,M,High School or Below,572027.54,0.0,114.0,0.0,Corporate Auto,Four-Door Car,547.2
FX12602,Oregon,M,High School or Below,572027.54,51352.0,66.0,0.0,Personal Auto,Four-Door Car,95.661376
BL55947,California,M,College,572027.54,76675.0,72.0,0.0,Personal Auto,Four-Door Car,141.718568
LA60344,Arizona,M,College,572027.54,0.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
KQ44803,Arizona,M,College,572027.54,0.0,72.0,0.0,Personal Auto,Two-Door Car,297.419028
QY81331,Arizona,F,High School or Below,572027.54,94242.0,71.0,0.0,Personal Auto,Four-Door Car,41.229484
NP33989,Oregon,F,Bachelor,572027.54,0.0,113.0,0.0,Personal Auto,Four-Door Car,217.92632
CP30637,California,F,High School or Below,572027.54,71153.0,122.0,0.0,Corporate Auto,Sports Car,209.019238
RW50070,Arizona,M,High School or Below,572027.54,63326.0,225.0,0.0,Personal Auto,Luxury Car,1080.0
LO42325,California,F,Bachelor,572027.54,29629.0,71.0,0.0,Special Auto,Four-Door Car,228.443418
YQ50209,Arizona,M,High School or Below,572027.54,0.0,69.0,0.0,Corporate Auto,Four-Door Car,599.152722
JP35025,California,F,Master,572027.54,23726.0,74.0,0.0,Corporate Auto,Four-Door Car,355.2
WZ13788,Nevada,F,High School or Below,572027.54,48999.0,86.0,0.0,Corporate Auto,Four-Door Car,412.8
IS21172,Oregon,F,Bachelor,572027.54,13037.0,124.0,0.0,Personal Auto,SUV,839.348464
CL10476,Arizona,M,College,572027.54,24245.0,63.0,0.0,Corporate Auto,Two-Door Car,302.4
WO83615,Nevada,M,Bachelor,572027.54,44047.0,137.0,0.0,Corporate Auto,Sports Car,969.232217
ZJ77881,Oregon,F,Bachelor,572027.54,91942.0,117.0,0.0,Personal Auto,Four-Door Car,561.6
GT37101,Oregon,F,High School or Below,572027.54,37640.0,67.0,0.0,Personal Auto,Two-Door Car,174.046849
WE13528,California,F,High School or Below,572027.54,77058.0,63.0,0.0,Personal Auto,Four-Door Car,119.331041
BT78503,Oregon,M,High School or Below,572027.54,0.0,73.0,0.0,Corporate Auto,Four-Door Car,525.6
WM19967,California,F,College,572027.54,63755.0,62.0,0.0,Personal Auto,Two-Door Car,291.860708
EW13798,California,F,Doctor,572027.54,37384.0,99.0,0.0,Personal Auto,Four-Door Car,475.2
RO18530,Washington,M,Master,572027.54,42557.0,65.0,0.0,Personal Auto,Four-Door Car,57.562324
AY18433,Washington,F,High School or Below,572027.54,45473.0,76.0,0.0,Special Auto,Two-Door Car,188.938397
CS29328,Nevada,M,Bachelor,572027.54,10743.0,70.0,0.0,Personal Auto,Two-Door Car,336.0
QL75176,Oregon,F,High School or Below,572027.54,0.0,113.0,0.0,Personal Auto,Four-Door Car,813.6
IO25161,Arizona,F,College,572027.54,0.0,61.0,0.0,Personal Auto,Four-Door Car,283.881697
FA82777,Arizona,F,High School or Below,572027.54,0.0,64.0,0.0,Personal Auto,Four-Door Car,575.890362
GR49281,California,M,Bachelor,572027.54,75644.0,65.0,0.0,Personal Auto,Two-Door Car,467.803638
ZW19492,Oregon,M,Bachelor,572027.54,63455.0,61.0,0.0,Personal Auto,Two-Door Car,287.654819
UW88168,Oregon,M,Bachelor,572027.54,73782.0,76.0,0.0,Special Auto,Four-Door Car,111.622054
XX53620,Oregon,F,Bachelor,572027.54,80590.0,71.0,0.0,Corporate Auto,Four-Door Car,134.158389
IM90123,California,F,Bachelor,572027.54,59797.0,127.0,0.0,Personal Auto,SUV,609.6
BE33446,Arizona,F,Bachelor,572027.54,48567.0,130.0,0.0,Personal Auto,SUV,624.0
YW11227,California,M,Bachelor,572027.54,62470.0,66.0,0.0,Personal Auto,Two-Door Car,243.766542
UF32671,Washington,F,College,572027.54,57338.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
ZW10467,Arizona,F,High School or Below,572027.54,63288.0,199.0,0.0,Personal Auto,Luxury Car,558.433218
KK95092,Arizona,M,Bachelor,572027.54,55281.0,192.0,0.0,Personal Auto,Luxury SUV,921.6
HZ43637,Arizona,F,College,572027.54,22985.0,77.0,0.0,Special Auto,Four-Door Car,458.056054
FY82691,California,F,College,572027.54,39608.0,78.0,0.0,Corporate Auto,Four-Door Car,22.961216
SO40738,California,F,High School or Below,572027.54,99189.0,117.0,0.0,Corporate Auto,SUV,75.302707
MB83471,Oregon,M,High School or Below,572027.54,0.0,112.0,0.0,Personal Auto,Four-Door Car,574.102379
GA63091,California,M,College,572027.54,0.0,92.0,0.0,Personal Auto,Four-Door Car,514.360634
AU75025,Oregon,M,College,572027.54,58089.0,118.0,0.0,Personal Auto,SUV,566.4
XF15789,Arizona,F,College,572027.54,81350.0,110.0,0.0,Personal Auto,SUV,228.185834
SH13204,California,F,High School or Below,572027.54,0.0,65.0,0.0,Personal Auto,Two-Door Car,731.289267
FX48006,Oregon,M,College,572027.54,43704.0,201.0,0.0,Personal Auto,Luxury SUV,1064.482165
HS69837,Oregon,M,College,572027.54,75497.0,100.0,0.0,Personal Auto,SUV,71.773341
GL49408,California,M,Doctor,572027.54,40372.0,85.0,0.0,Corporate Auto,Four-Door Car,76.975713
PK51938,Oregon,F,College,572027.54,17489.0,85.0,0.0,Corporate Auto,Four-Door Car,587.689075
JE62426,Arizona,F,High School or Below,572027.54,86277.0,74.0,0.0,Personal Auto,Four-Door Car,212.039619
IA31850,Arizona,F,College,572027.54,0.0,63.0,0.0,Personal Auto,Four-Door Car,453.6
PP50567,California,M,Bachelor,572027.54,0.0,74.0,0.0,Corporate Auto,Four-Door Car,355.2
CS26667,Washington,M,College,572027.54,49078.0,97.0,0.0,Special Auto,Four-Door Car,484.013411
UF73578,California,M,High School or Below,572027.54,81082.0,73.0,0.0,Personal Auto,Four-Door Car,281.295903
MY23958,California,M,Bachelor,572027.54,0.0,116.0,0.0,Personal Auto,Sports Car,835.2
OP75571,Arizona,F,College,572027.54,40635.0,102.0,0.0,Personal Auto,SUV,489.6
SI60881,Oregon,F,Bachelor,572027.54,26351.0,119.0,0.0,Personal Auto,SUV,571.2
DQ15807,Oregon,M,High School or Below,572027.54,0.0,80.0,0.0,Personal Auto,Four-Door Car,824.487259
WU15684,Nevada,F,College,572027.54,42836.0,89.0,0.0,Corporate Auto,Four-Door Car,244.580023
KR17533,Oregon,M,Doctor,572027.54,40175.0,102.0,0.0,Personal Auto,SUV,154.721555
IM98086,California,M,College,572027.54,62873.0,81.0,0.0,Personal Auto,Four-Door Car,207.75186
XY48850,Nevada,F,High School or Below,572027.54,0.0,74.0,0.0,Personal Auto,Two-Door Car,588.936956
YT25875,California,F,College,572027.54,50985.0,71.0,0.0,Personal Auto,Two-Door Car,307.68931
TL59568,Arizona,M,High School or Below,572027.54,0.0,116.0,0.0,Personal Auto,Two-Door Car,835.2
UE52886,Arizona,M,Bachelor,572027.54,42803.0,245.0,0.0,Personal Auto,Luxury Car,889.288242
TM28833,Oregon,M,College,572027.54,0.0,69.0,0.0,Personal Auto,Two-Door Car,624.980751
SQ60915,Arizona,M,High School or Below,572027.54,35970.0,98.0,0.0,Corporate Auto,Four-Door Car,470.4
GU42084,Arizona,M,Bachelor,572027.54,44537.0,106.0,0.0,Corporate Auto,Sports Car,441.907057
ZH93283,Arizona,M,College,572027.54,13528.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
WF51811,Arizona,F,College,572027.54,14030.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
RL51023,Arizona,M,College,572027.54,0.0,64.0,0.0,Corporate Auto,Four-Door Car,492.644465
NQ67659,Nevada,F,Bachelor,572027.54,33190.0,106.0,0.0,Personal Auto,SUV,508.8
KI45566,Nevada,M,College,572027.54,0.0,100.0,0.0,Personal Auto,Sports Car,61.580247
WB68229,Arizona,F,Bachelor,572027.54,21033.0,118.0,0.0,Personal Auto,Two-Door Car,738.975495
UF84144,Washington,M,College,572027.54,26285.0,84.0,0.0,Corporate Auto,Four-Door Car,403.2
ZH28312,California,F,Bachelor,572027.54,0.0,74.0,0.0,Corporate Auto,Four-Door Car,65.953005
GK48045,Washington,F,College,572027.54,73245.0,68.0,0.0,Personal Auto,Four-Door Car,305.121363
HZ67642,California,M,Bachelor,572027.54,0.0,119.0,0.0,Personal Auto,SUV,244.816163
HE12295,California,M,High School or Below,572027.54,0.0,61.0,0.0,Personal Auto,Four-Door Car,616.279356
XL66550,Oregon,M,Bachelor,572027.54,74365.0,193.0,0.0,Corporate Auto,Luxury Car,926.4
AL27471,Oregon,M,Doctor,572027.54,30821.0,97.0,0.0,Personal Auto,Four-Door Car,451.319227
NG94479,Arizona,F,High School or Below,572027.54,69844.0,68.0,0.0,Corporate Auto,Four-Door Car,184.379697
WR58220,Oregon,M,Bachelor,572027.54,0.0,124.0,0.0,Personal Auto,SUV,595.2
RT64920,Oregon,M,Master,572027.54,55836.0,73.0,0.0,Personal Auto,Four-Door Car,314.936185
IR58695,Oregon,M,High School or Below,572027.54,40352.0,77.0,0.0,Corporate Auto,Four-Door Car,406.367233
AS93181,Arizona,F,Bachelor,572027.54,14985.0,116.0,0.0,Personal Auto,Sports Car,571.319514
ML23548,Arizona,F,Doctor,572027.54,27458.0,131.0,0.0,Personal Auto,Sports Car,730.373515
PU71194,Oregon,F,Bachelor,572027.54,56343.0,295.0,0.0,Personal Auto,Luxury Car,1612.962321
QT46430,California,F,College,572027.54,12780.0,111.0,0.0,Personal Auto,Sports Car,225.437098
WP83694,California,F,Bachelor,572027.54,68558.0,131.0,0.0,Personal Auto,SUV,280.903779
UE19977,California,F,College,572027.54,47747.0,111.0,0.0,Personal Auto,Two-Door Car,165.588524
WC83942,Oregon,M,Bachelor,572027.54,16113.0,81.0,0.0,Corporate Auto,Four-Door Car,494.890996
HZ62410,Oregon,M,Bachelor,572027.54,0.0,79.0,0.0,Personal Auto,Four-Door Car,379.2
CE72177,California,F,High School or Below,572027.54,39626.0,69.0,0.0,Personal Auto,Four-Door Car,485.705851
YI89801,California,F,High School or Below,572027.54,49304.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
KB53430,Oregon,M,High School or Below,572027.54,27972.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
KB50999,California,F,College,572027.54,27568.0,68.0,0.0,Personal Auto,Two-Door Car,278.689331
JO17193,Washington,M,Bachelor,572027.54,25905.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
BO42776,Washington,M,Bachelor,572027.54,21442.0,108.0,0.0,Corporate Auto,SUV,518.4
OZ19432,Nevada,F,High School or Below,572027.54,34516.0,113.0,0.0,Special Auto,Four-Door Car,42.950852
VT34834,Nevada,M,High School or Below,572027.54,0.0,68.0,0.0,Personal Auto,Four-Door Car,342.468248
MI65698,Oregon,F,College,572027.54,28354.0,118.0,0.0,Personal Auto,Two-Door Car,320.327775
IG85969,Arizona,F,College,572027.54,0.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
SE72928,California,M,Master,572027.54,37722.0,116.0,0.0,Personal Auto,Sports Car,158.077504
QV47358,Arizona,F,Bachelor,572027.54,32021.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
HR50405,Oregon,F,Bachelor,572027.54,13393.0,73.0,0.0,Personal Auto,Four-Door Car,34.708194
MN53151,Oregon,M,College,572027.54,13624.0,117.0,0.0,Personal Auto,Sports Car,561.6
VD64777,Nevada,F,College,572027.54,27800.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
EG21289,California,F,College,572027.54,58419.0,191.0,0.0,Personal Auto,Luxury Car,202.468807
YI85251,Nevada,M,High School or Below,572027.54,50407.0,92.0,0.0,Personal Auto,Four-Door Car,352.060768
RD61361,Arizona,F,Bachelor,572027.54,0.0,84.0,0.0,Personal Auto,Four-Door Car,856.347474
PG26401,Washington,M,High School or Below,572027.54,77603.0,114.0,0.0,Personal Auto,SUV,547.2
NV91476,California,F,College,572027.54,75606.0,119.0,0.0,Personal Auto,Four-Door Car,571.2
SJ16410,Arizona,M,Bachelor,572027.54,41458.0,98.0,0.0,Personal Auto,Four-Door Car,191.100227
BI17208,Oregon,M,College,572027.54,0.0,74.0,0.0,Personal Auto,Two-Door Car,420.765993
WR70403,Washington,M,High School or Below,572027.54,0.0,82.0,0.0,Personal Auto,Two-Door Car,445.001296
ZZ22858,Arizona,F,Bachelor,572027.54,70619.0,187.0,0.0,Personal Auto,Luxury Car,293.948632
EZ75048,California,M,Doctor,572027.54,41273.0,77.0,0.0,Personal Auto,Four-Door Car,221.226696
CN31328,Arizona,F,College,572027.54,46946.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
ZP91150,Oregon,M,College,572027.54,0.0,113.0,0.0,Corporate Auto,Four-Door Car,542.4
LC77957,Oregon,M,Bachelor,572027.54,99180.0,106.0,0.0,Personal Auto,SUV,33.751887
PT34656,California,F,College,572027.54,55350.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
MI99404,California,M,College,572027.54,28215.0,65.0,0.0,Personal Auto,Two-Door Car,468.0
AI58313,Nevada,F,College,572027.54,75425.0,116.0,0.0,Personal Auto,Sports Car,663.643801
VA60020,Nevada,F,High School or Below,572027.54,63583.0,83.0,0.0,Special Auto,Four-Door Car,167.39959
TW53467,California,M,Bachelor,572027.54,0.0,66.0,0.0,Personal Auto,Four-Door Car,475.2
IC11062,Nevada,F,High School or Below,572027.54,37995.0,139.0,0.0,Personal Auto,SUV,667.2
OO11531,Nevada,F,Master,572027.54,37125.0,63.0,0.0,Personal Auto,Four-Door Car,290.911693
JV80614,California,M,College,572027.54,53357.0,73.0,0.0,Personal Auto,Four-Door Car,55.320014
IC70693,California,F,Bachelor,572027.54,70140.0,199.0,0.0,Corporate Auto,Luxury Car,955.2
JY45326,Oregon,M,College,572027.54,52380.0,186.0,0.0,Personal Auto,Luxury SUV,892.8
QW17940,California,M,High School or Below,572027.54,79292.0,67.0,0.0,Corporate Auto,Four-Door Car,55.394702
AV25133,Oregon,F,College,572027.54,0.0,92.0,0.0,Personal Auto,Two-Door Car,774.892461
QJ57215,Nevada,F,College,572027.54,0.0,123.0,0.0,Personal Auto,SUV,1480.336748
IG94072,Oregon,F,High School or Below,572027.54,75425.0,123.0,0.0,Personal Auto,Sports Car,823.798803
WC28543,Arizona,M,Bachelor,572027.54,20992.0,64.0,0.0,Personal Auto,Two-Door Car,307.2
DH13219,Washington,M,Bachelor,572027.54,57428.0,85.0,0.0,Corporate Auto,Four-Door Car,414.649796
ET80689,California,M,College,572027.54,92606.0,109.0,0.0,Special Auto,SUV,287.437831
JD10245,California,M,High School or Below,572027.54,86001.0,109.0,0.0,Personal Auto,SUV,523.2
XO96556,Arizona,M,Master,572027.54,79751.0,63.0,0.0,Personal Auto,Two-Door Car,392.235698
UJ61336,Arizona,F,Bachelor,572027.54,68654.0,71.0,0.0,Personal Auto,Four-Door Car,208.048487
XS94482,Arizona,F,Master,572027.54,0.0,61.0,0.0,Personal Auto,Two-Door Car,208.892861
QX57337,Oregon,F,Doctor,572027.54,92629.0,72.0,0.0,Personal Auto,Four-Door Car,60.845685
CZ35936,California,F,High School or Below,572027.54,54094.0,112.0,0.0,Corporate Auto,SUV,502.994931
IM41800,Nevada,M,College,572027.54,95419.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
GI70742,Oregon,F,High School or Below,572027.54,66466.0,71.0,0.0,Personal Auto,Four-Door Car,293.016168
HQ32112,Arizona,M,High School or Below,572027.54,68131.0,130.0,0.0,Personal Auto,SUV,226.607648
CC85895,Nevada,F,Bachelor,572027.54,56481.0,106.0,0.0,Personal Auto,SUV,273.250112
CF40646,California,M,College,572027.54,70082.0,119.0,0.0,Personal Auto,SUV,571.2
RF39856,Nevada,M,Bachelor,572027.54,51437.0,115.0,0.0,Corporate Auto,SUV,244.086665
VT85216,Nevada,M,High School or Below,572027.54,0.0,73.0,0.0,Personal Auto,Four-Door Car,525.6
SW69117,Oregon,M,College,572027.54,27972.0,90.0,0.0,Corporate Auto,Two-Door Car,240.318607
EI58852,Arizona,F,High School or Below,572027.54,24930.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
FN61865,Nevada,F,Master,572027.54,26245.0,110.0,0.0,Personal Auto,Two-Door Car,44.284642
LI11560,California,F,Bachelor,572027.54,57883.0,69.0,0.0,Personal Auto,Four-Door Car,431.847824
NY12562,Nevada,F,College,572027.54,0.0,64.0,0.0,Corporate Auto,Four-Door Car,483.25721
GE46404,Oregon,F,College,572027.54,58828.0,68.0,0.0,Personal Auto,Four-Door Car,446.751243
PP26786,Arizona,M,College,572027.54,51906.0,73.0,0.0,Corporate Auto,Four-Door Car,374.864662
BE55425,Oregon,M,College,572027.54,28095.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
SH75038,California,F,Bachelor,572027.54,88723.0,74.0,0.0,Personal Auto,Two-Door Car,355.2
LD22387,California,F,High School or Below,572027.54,53078.0,79.0,0.0,Corporate Auto,Four-Door Car,200.97608
FF94034,California,F,Bachelor,572027.54,88895.0,106.0,0.0,Personal Auto,Sports Car,209.863509
YK16362,Arizona,F,Bachelor,572027.54,60078.0,127.0,0.0,Corporate Auto,SUV,140.819942
DN10177,California,M,College,572027.54,0.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
IV35546,Nevada,F,Master,572027.54,45820.0,71.0,0.0,Corporate Auto,Four-Door Car,249.742856
SK12432,Arizona,M,Bachelor,572027.54,0.0,73.0,0.0,Personal Auto,Four-Door Car,677.970934
DF71709,California,M,College,572027.54,12439.0,115.0,0.0,Corporate Auto,Two-Door Car,552.0
UT61518,California,M,Bachelor,572027.54,25998.0,71.0,0.0,Personal Auto,Four-Door Car,791.878042
PU75847,Arizona,M,College,572027.54,98451.0,62.0,0.0,Personal Auto,Four-Door Car,316.546868
XA47378,California,F,Bachelor,572027.54,23803.0,72.0,0.0,Corporate Auto,Two-Door Car,410.548521
NE22677,California,M,College,572027.54,0.0,124.0,0.0,Special Auto,SUV,595.2
HV62406,Oregon,F,High School or Below,572027.54,26100.0,67.0,0.0,Personal Auto,Four-Door Car,482.4
VS20668,Nevada,F,Bachelor,572027.54,0.0,73.0,0.0,Personal Auto,Four-Door Car,376.923839
YZ79232,Oregon,M,Master,572027.54,0.0,67.0,0.0,Personal Auto,Four-Door Car,315.215329
ND87457,Nevada,M,Bachelor,572027.54,65252.0,78.0,0.0,Personal Auto,Four-Door Car,482.48791
TY59231,California,F,Bachelor,572027.54,48567.0,130.0,0.0,Personal Auto,SUV,624.0
DA54619,Oregon,F,High School or Below,572027.54,34337.0,113.0,0.0,Personal Auto,Four-Door Car,542.4
OL27257,Nevada,F,College,572027.54,20394.0,115.0,0.0,Personal Auto,Two-Door Car,508.614758
TH86528,Washington,F,High School or Below,572027.54,0.0,76.0,0.0,Personal Auto,Two-Door Car,784.611446
DS34823,Arizona,F,High School or Below,572027.54,0.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
HB24005,California,M,College,572027.54,31617.0,62.0,0.0,Personal Auto,Four-Door Car,244.269407
ZV96574,California,F,High School or Below,572027.54,0.0,62.0,0.0,Corporate Auto,Four-Door Car,297.6
JC80093,Washington,M,Master,572027.54,21104.0,66.0,0.0,Personal Auto,Four-Door Car,118.454974
KN24990,Arizona,M,College,572027.54,37748.0,181.0,0.0,Personal Auto,Luxury Car,868.8
RR39751,California,F,Bachelor,572027.54,0.0,96.0,0.0,Personal Auto,Four-Door Car,438.661509
BN80677,Oregon,M,Bachelor,572027.54,25023.0,82.0,0.0,Corporate Auto,Two-Door Car,397.139856
WL74893,Oregon,F,College,572027.54,0.0,62.0,0.0,Special Auto,Four-Door Car,271.164139
ZN59196,Oregon,F,Bachelor,572027.54,14108.0,109.0,0.0,Personal Auto,Four-Door Car,523.2
PF77449,Washington,F,High School or Below,572027.54,23923.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
HO38996,Oregon,M,High School or Below,572027.54,0.0,67.0,0.0,Special Auto,Four-Door Car,321.6
YU86361,Washington,F,Master,572027.54,22705.0,239.0,0.0,Personal Auto,Luxury SUV,1294.700423
PJ13204,California,F,High School or Below,572027.54,0.0,89.0,0.0,Corporate Auto,Two-Door Car,427.2
SP63623,Oregon,M,College,572027.54,0.0,69.0,0.0,Personal Auto,Four-Door Car,506.92275
DP33625,Arizona,M,College,572027.54,50825.0,102.0,0.0,Personal Auto,SUV,369.614729
BJ18904,Arizona,M,College,572027.54,14616.0,106.0,0.0,Personal Auto,SUV,575.260213
TR26615,Oregon,M,High School or Below,572027.54,0.0,69.0,0.0,Corporate Auto,Two-Door Car,272.381465
ZD44648,Arizona,M,College,572027.54,29504.0,125.0,0.0,Personal Auto,SUV,1224.56345
QW60568,California,M,College,572027.54,58789.0,111.0,0.0,Corporate Auto,Four-Door Car,215.438825
XS78545,Oregon,F,College,572027.54,29491.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
EU19773,Arizona,F,High School or Below,572027.54,78077.0,107.0,0.0,Personal Auto,Four-Door Car,438.069458
ZL45417,California,F,High School or Below,572027.54,0.0,96.0,0.0,Personal Auto,Two-Door Car,799.251165
JS58659,Nevada,M,Bachelor,572027.54,76558.0,74.0,0.0,Special Auto,Four-Door Car,216.980413
XK84089,California,M,Bachelor,572027.54,78618.0,66.0,0.0,Personal Auto,Two-Door Car,225.578841
LH91968,Oregon,M,Bachelor,572027.54,82664.0,114.0,0.0,Corporate Auto,SUV,133.425609
NX63627,Oregon,M,Doctor,572027.54,23053.0,132.0,0.0,Personal Auto,Sports Car,780.941649
ND62955,Nevada,M,Bachelor,572027.54,50250.0,117.0,0.0,Personal Auto,SUV,561.6
YQ11786,Oregon,M,High School or Below,572027.54,32169.0,199.0,0.0,Personal Auto,Luxury SUV,785.82348
TM13955,Washington,M,Master,572027.54,0.0,80.0,0.0,Corporate Auto,Four-Door Car,286.115778
IA91291,Arizona,F,College,572027.54,99069.0,66.0,0.0,Corporate Auto,Four-Door Car,77.442722
RO89785,Oregon,M,College,572027.54,20978.0,98.0,0.0,Personal Auto,Four-Door Car,1176.2788
QW40898,Arizona,F,College,572027.54,17576.0,71.0,0.0,Personal Auto,Four-Door Car,398.502948
ZD40816,Nevada,M,Bachelor,572027.54,42297.0,71.0,0.0,Personal Auto,Four-Door Car,200.38673
PD82395,Arizona,F,Bachelor,572027.54,0.0,115.0,0.0,Special Auto,Four-Door Car,824.597262
NW23827,California,F,College,572027.54,0.0,63.0,0.0,Personal Auto,Four-Door Car,151.231247
GG61186,Nevada,F,Doctor,572027.54,0.0,110.0,0.0,Personal Auto,Four-Door Car,161.092415
TB31268,Arizona,F,College,572027.54,48990.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
SX98462,Oregon,M,College,572027.54,16916.0,64.0,0.0,Personal Auto,Four-Door Car,377.512951
OL82456,Oregon,M,Bachelor,572027.54,18375.0,103.0,0.0,Personal Auto,Sports Car,535.080276
DN14211,Oregon,M,College,572027.54,17150.0,65.0,0.0,Personal Auto,Two-Door Car,689.800891
ZG12619,Washington,F,Bachelor,572027.54,23815.0,73.0,0.0,Personal Auto,Four-Door Car,424.330166
VH31071,Arizona,F,College,572027.54,21947.0,118.0,0.0,Personal Auto,SUV,566.4
SP36555,Arizona,M,Bachelor,572027.54,0.0,97.0,0.0,Personal Auto,Four-Door Car,863.219668
ME83611,Nevada,F,Bachelor,572027.54,89451.0,63.0,0.0,Personal Auto,Four-Door Car,61.769564
PH85036,Washington,F,Bachelor,572027.54,79325.0,68.0,0.0,Corporate Auto,Four-Door Car,251.294821
PE54870,Oregon,M,College,572027.54,88454.0,101.0,0.0,Personal Auto,SUV,308.749796
DT52189,California,F,High School or Below,572027.54,0.0,87.0,0.0,Personal Auto,Four-Door Car,417.6
XN48526,California,F,College,572027.54,20943.0,69.0,0.0,Personal Auto,Four-Door Car,240.00056
KW52227,California,M,Bachelor,572027.54,51972.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
JC98569,Oregon,F,College,572027.54,54408.0,79.0,0.0,Personal Auto,Four-Door Car,288.329793
BG48083,Nevada,F,Bachelor,572027.54,23751.0,82.0,0.0,Personal Auto,Two-Door Car,586.921708
PD19551,California,F,Bachelor,572027.54,37612.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
BJ13380,Oregon,F,Bachelor,572027.54,91603.0,69.0,0.0,Personal Auto,Four-Door Car,472.67262
HY25004,Arizona,F,High School or Below,572027.54,0.0,62.0,0.0,Personal Auto,Two-Door Car,639.758314
WF50693,Oregon,M,High School or Below,572027.54,16450.0,128.0,0.0,Corporate Auto,SUV,871.484565
MA45099,Oregon,M,Bachelor,572027.54,50864.0,83.0,0.0,Corporate Auto,Four-Door Car,158.362972
ZC69696,Arizona,F,College,572027.54,74560.0,110.0,0.0,Personal Auto,SUV,528.0
VO43359,California,M,High School or Below,572027.54,62488.0,62.0,0.0,Personal Auto,Four-Door Car,200.689331
OM63954,California,F,Bachelor,572027.54,55837.0,117.0,0.0,Personal Auto,Two-Door Car,741.867506
GV71044,Oregon,F,College,572027.54,0.0,66.0,0.0,Personal Auto,Two-Door Car,475.2
TM79451,California,F,College,572027.54,97742.0,67.0,0.0,Personal Auto,Four-Door Car,67.648392
PA84292,Oregon,F,Bachelor,572027.54,0.0,69.0,0.0,Personal Auto,Four-Door Car,496.8
QX67584,Nevada,F,High School or Below,572027.54,64125.0,108.0,0.0,Personal Auto,SUV,369.818708
JK90180,Arizona,M,College,572027.54,0.0,62.0,0.0,Personal Auto,Four-Door Car,446.4
BH35482,Washington,M,Doctor,572027.54,70412.0,61.0,0.0,Corporate Auto,Two-Door Car,136.291083
VU84949,Washington,F,Bachelor,572027.54,0.0,70.0,0.0,Personal Auto,Two-Door Car,336.0
SF46129,California,M,High School or Below,572027.54,66267.0,111.0,0.0,Personal Auto,Four-Door Car,1093.708851
OH35544,Nevada,F,College,572027.54,0.0,82.0,0.0,Corporate Auto,Four-Door Car,863.935307
ZF82387,Oregon,M,High School or Below,572027.54,40882.0,89.0,0.0,Corporate Auto,Two-Door Car,393.637436
MD40054,Oregon,M,High School or Below,572027.54,34498.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
LE96510,Oregon,F,High School or Below,572027.54,0.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
MC11907,California,F,High School or Below,572027.54,23228.0,64.0,0.0,Corporate Auto,Four-Door Car,307.2
DA57177,Oregon,F,College,572027.54,40864.0,109.0,0.0,Personal Auto,SUV,166.937747
SU77646,Oregon,M,Master,572027.54,46133.0,73.0,0.0,Personal Auto,Four-Door Car,19.626306
YZ19736,Arizona,M,College,572027.54,46900.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
JZ69749,Washington,F,High School or Below,572027.54,0.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
BJ22117,Washington,M,Master,572027.54,53390.0,64.0,0.0,Personal Auto,Four-Door Car,278.999409
UQ60825,California,F,College,572027.54,99185.0,115.0,0.0,Corporate Auto,SUV,449.428182
ZZ89380,Oregon,F,Bachelor,572027.54,62815.0,80.0,0.0,Special Auto,Two-Door Car,47.061469
LU87443,Oregon,F,College,572027.54,26277.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
DG33206,Washington,F,Doctor,572027.54,41854.0,110.0,0.0,Personal Auto,Four-Door Car,481.269644
AB98823,Arizona,M,College,572027.54,0.0,86.0,0.0,Personal Auto,Two-Door Car,412.8
